,col_name,feature_importance_vals
1518,cg04689080,0.002397478664565354
123,cg14520214,0.0022919799667629535
3439,cg09450200,0.0021328910521885426
3658,cg22973468,0.001975732598258564
2250,cg08329684,0.0019109004141513463
3076,cg11062158,0.0018946316802185752
2109,cg21442271,0.0018589440171998485
239,cg23280730,0.001836506754177741
741,cg24065504,0.0016919434980461339
683,cg11839020,0.0016711353205435694
2761,cg02792168,0.0016024470958956075
2112,cg08837626,0.0015871286190304091
2477,cg16318311,0.0015597733570945726
2319,cg18231025,0.0015590648069412744
3478,cg19827780,0.0015560064067439868
1960,cg05239225,0.0015475528490298592
2247,cg15936446,0.0015187976855028456
160,cg06360527,0.0015171250199913127
2020,cg16297435,0.0015167649530328695
2629,cg11759378,0.0015099265533008136
2732,cg11867461,0.0015070752225538257
360,cg22745369,0.0015051426398512658
3063,cg27060386,0.0014995071370045787
3945,cg01889143,0.0014960130073001798
480,cg15076145,0.0014945349941830625
1631,cg23961922,0.0014875106435158223
3609,cg09900242,0.001470297460365804
3548,cg13800209,0.0014677995426919895
3015,cg26050864,0.0014643517705639922
1117,cg27578811,0.0014618216112382376
3581,cg27511255,0.0014496306849913127
2915,cg00779167,0.001448499549102241
3611,cg27019158,0.0014344763179266512
1001,cg25634000,0.001428301927535358
3056,cg08656082,0.001414205090104274
1056,cg04066190,0.0014111966425455116
2654,cg04921533,0.0013904827771537007
1196,cg07967679,0.001381032163161888
331,cg22977481,0.0013747151164592267
832,cg25912938,0.0013656917147247818
2331,cg08504583,0.0013617914318996523
1702,cg26364947,0.001351549824100622
1347,cg06518838,0.0013500189672340482
3898,cg14403741,0.0013428139156871825
2404,cg11860091,0.001342482006437986
2048,cg02272859,0.0013333619720813281
1687,cg17947121,0.001324927477607885
2515,cg26332740,0.001315681723122468
814,cg22610620,0.0013126422904109983
629,cg22837714,0.0013115354371613084
769,cg24476033,0.0013081630601195213
3263,cg22241124,0.0012872491392128796
1728,cg19078037,0.001271828829280978
828,cg06001205,0.0012705747539562176
2111,cg26079753,0.001269846116072366
1929,cg02579140,0.001269471100316376
3326,cg02245875,0.0012682465906678332
1793,cg11723713,0.001262103748269573
2059,cg15536663,0.0012526038169252043
1996,cg17501823,0.0012482678289234173
1435,cg19107055,0.0012419436888545723
2004,cg20109233,0.001241474017523897
2183,cg10902396,0.001241250824032563
1703,cg02640173,0.0012388796934822588
3155,cg27064287,0.0012379425800902717
1808,cg07538944,0.001237814303634062
2904,cg07212384,0.0012303236359322658
2950,cg16677112,0.001226170870383518
3102,cg00864568,0.0012219227174619877
2244,cg12303623,0.0012189908985789676
2744,cg14533523,0.0012115659661737388
3589,cg01167556,0.0012082112123187408
144,cg08708229,0.0012081250181411414
1696,cg26744375,0.0012021374355203145
424,cg12236880,0.0011968705946912514
632,cg10407585,0.0011848947336408134
1374,cg10512203,0.001182960722144971
1983,cg08145723,0.0011813986995513977
2591,cg26992010,0.0011744543821390803
2980,cg10392572,0.0011733792972885065
1121,cg15887754,0.0011672237271893116
1902,cg04462627,0.0011620684119143649
3843,cg01406988,0.0011614681243738766
3207,cg19209066,0.001159758441757386
1287,cg23779240,0.0011548789175723304
526,cg13569575,0.0011407892205829346
1769,cg00551910,0.0011358996567759246
152,cg06807117,0.0011336390060738455
521,cg10436546,0.0011332496352594622
2897,cg15063443,0.0011310942805209626
2350,cg10814671,0.0011307690414861132
1405,cg21565960,0.0011296208433856825
2955,cg24924779,0.001126061392650909
2693,cg19551485,0.001125316220882739
2458,cg03347837,0.0011246448134568645
3551,cg09015973,0.0011195781208305656
1182,cg01502876,0.0011187896395300602
2178,cg08754088,0.001117277173552793
3536,cg07090356,0.0011158113959767245
908,cg01491071,0.0011144080954094031
1764,cg08821656,0.0011136239266799183
795,cg16139316,0.0011121093965435836
3101,cg02315940,0.0011111075510227065
2239,cg22629111,0.0011087307561407716
2909,cg24129356,0.0011054747532069575
789,cg09950208,0.00110537072568769
2623,cg02558625,0.001104249005091584
754,cg09983301,0.0011019432907590366
2660,cg16586023,0.0010969679966951688
1151,cg05194810,0.0010951248403981825
1448,cg07220939,0.0010938800838084716
1547,cg09241718,0.0010885997017803988
2406,cg27118929,0.001087422546123858
2740,cg14481604,0.0010856469026488224
1907,cg25513433,0.0010817010953565716
1566,cg05398036,0.0010815623283392127
2459,cg13131878,0.0010808042861520232
3241,cg05675331,0.0010781608622415927
2119,cg04482075,0.0010757752404029377
743,cg02387326,0.0010747472857830895
1876,cg09655887,0.0010719698895693376
607,cg07898087,0.0010707995897990352
2329,cg03534453,0.0010688402143405882
3531,cg03505654,0.0010684505756802163
770,cg23365135,0.001068162145537246
1225,cg01496199,0.001065987925454653
1536,cg18209323,0.0010635197383384492
1984,cg12959265,0.001061002207620418
1490,cg14702432,0.001060415448129851
3351,cg08521065,0.0010580270913486199
2484,cg18178189,0.0010551665629029018
254,cg22282131,0.0010546144081759175
2923,cg09455823,0.0010533489785870312
1444,cg08077337,0.0010531850647021986
1590,cg24249390,0.001049105757431256
2602,cg09251910,0.0010486651396091663
553,cg03091027,0.001043578337360894
2450,cg01074325,0.0010421626129344327
1243,cg12451155,0.0010407940654852546
483,cg15909232,0.0010372448916753235
22,cg27417926,0.0010297217334452617
1413,cg21461082,0.0010255549912203763
1426,cg00690554,0.0010239447488305
1511,cg12562245,0.0010227636517794085
2261,cg02059082,0.0010221363293059203
2535,cg25998666,0.0010217984501785645
1072,cg01472075,0.0010217854800380181
706,cg26525008,0.0010214156066638616
3331,cg11409510,0.001019140567956199
3935,cg10009827,0.0010176947364486516
1601,cg22239727,0.0010165317402958142
1761,cg17415859,0.0010154670339874554
1460,cg09173621,0.001011162859219502
1304,cg03303433,0.001010571881474578
1438,cg19728345,0.001009937253432264
2799,cg20935165,0.001003832416040025
2129,cg04574507,0.0010029265386671388
2256,cg15692172,0.0010021324271158568
30,cg04783764,0.0009976953106625246
836,cg06722639,0.0009968994496281586
2308,cg20011402,0.000995356633133238
1856,cg20806180,0.0009949704134192745
3384,cg02026371,0.0009949660552163958
1268,cg10178498,0.0009947448958500273
2309,cg03285093,0.0009915029329666705
928,cg06462347,0.0009861951996738534
3919,cg05285352,0.0009856717765865926
711,cg17205316,0.0009852177996354243
3506,cg07129669,0.000984319667013159
3941,cg24800146,0.0009831430011751042
650,cg03128163,0.00097942707509807
3335,cg10234007,0.0009786514268103803
2971,cg19701264,0.000975996985044605
2490,cg24461524,0.0009756615017572742
232,cg20396393,0.0009751455266318928
2322,cg01192900,0.0009717965594465003
780,cg23541926,0.0009716970553961737
935,cg03105348,0.0009712214798808669
3394,cg10703453,0.000970754313946537
2991,cg13439946,0.0009705423435332642
1568,cg04181546,0.0009700772404928635
1881,cg00416130,0.000969250264450548
1841,cg17800124,0.0009661951969083647
1582,cg13356455,0.0009653395273300766
2890,cg15553814,0.0009649841387487147
1655,cg24009722,0.0009647665829922109
2512,cg06276810,0.0009629126547636212
2253,cg00083193,0.0009627070471595226
97,cg19737540,0.0009619296880483207
2421,cg00621826,0.0009568261001374109
3905,cg01226806,0.000955363038393161
2790,cg08182463,0.0009521562296607765
1279,cg07502417,0.0009504491972620599
2397,cg06422678,0.000950015058964521
3753,cg26525592,0.0009474431504456554
2865,cg24832721,0.0009463655548787411
46,cg05243700,0.0009459264181494856
594,cg03859891,0.0009447338150155325
2132,cg17386265,0.0009444857438433999
1522,cg02005909,0.0009428180477710879
1787,cg20716812,0.0009414437555711504
274,cg12379764,0.0009385015897902153
2643,cg06341047,0.0009384299521464308
262,cg14759565,0.0009379785325410044
32,cg23983887,0.0009360926210236137
1432,cg16592326,0.0009357149008391044
3917,cg10859449,0.0009354709484078144
157,cg05944468,0.0009354114620516847
716,cg02738205,0.0009337097050480099
827,cg03668982,0.0009324880931029023
3420,cg05177932,0.0009292949388332247
3470,cg04148163,0.0009288115397823966
3538,cg25852200,0.0009281374412916946
625,cg23062198,0.0009280202560678625
1832,cg16970232,0.0009273460251490084
2705,cg02386599,0.0009269456051868412
2299,cg21719626,0.0009246191788695107
2148,cg05926314,0.000924530291953927
1878,cg16509045,0.0009243871424022754
1826,cg20332865,0.0009232229785498962
2709,cg08971771,0.0009211124259553767
1447,cg09037894,0.0009209031779090734
598,cg18840956,0.0009197599066869613
3643,cg23220343,0.0009192527963656677
2257,cg23661466,0.0009191318926250774
3017,cg22838003,0.0009165417903721485
2115,cg08812936,0.0009151906654576656
3760,cg20217872,0.0009151550888845091
779,cg17201651,0.0009141507697815291
