,col_name,feature_importance_vals
2121,cg18323912,0.0023402484575761515
2574,cg02394955,0.002218661415853572
3617,cg19419246,0.002067990642272293
2111,cg09275704,0.002060864650891917
2127,cg02591564,0.0019821988241923902
654,cg23982461,0.001977804561993723
2132,cg03420881,0.0018600041321707884
603,cg26824006,0.0018479692022610207
1875,cg00446046,0.0018321756548652173
2261,cg24810735,0.0018183029844777625
2569,cg17172851,0.0017940036796990797
68,cg13049471,0.0017921138167573724
3167,cg00583304,0.001781778617119487
3475,cg03900378,0.0017535123072378877
2990,cg00400827,0.0017428257737854688
1345,cg09043214,0.0017092827602529473
3278,cg06948222,0.0016943434964472042
2809,cg23457901,0.0016916636258008958
3601,cg00025496,0.0016826727773322687
939,cg18104645,0.0016554767365609035
1500,cg24741148,0.0016513550640950693
2073,cg23609985,0.00162625265221542
3873,cg17542385,0.001584196665302882
2547,cg02133557,0.0015764707479684148
2644,cg21129006,0.0015710150318619558
1895,cg22367727,0.0015633085986861135
1123,cg20592707,0.0015619150768313751
3215,cg00224083,0.0015491435389738963
1481,cg26767897,0.0015448204288334418
1368,cg08827756,0.001539716786726409
2998,cg27337194,0.0015263766300726556
175,cg25645064,0.0015095523372543414
3481,cg02399249,0.0014989849452856638
2106,cg04604708,0.0014912040688683066
3155,cg24686845,0.0014902320159715851
2351,cg06061086,0.0014796261182784983
433,cg04370314,0.0014629412313626807
2882,cg25880537,0.0014529515809396077
3446,cg07762474,0.0014498201445317606
378,cg23044884,0.0014303631889765712
301,cg08431709,0.0014267561170955277
3003,cg04487296,0.0014091097080067968
3584,cg24073466,0.0014034732196454695
1586,cg09121987,0.0014022746504186781
615,cg13599131,0.0014008707051897515
2406,cg14562394,0.0013990028132452156
2228,cg16157895,0.0013919078590873236
2993,cg17147211,0.0013852372765509715
2183,cg24020452,0.001384525796691315
2381,cg02990291,0.001376577893840696
1089,cg08947187,0.0013715818269291104
234,cg00989986,0.0013714733869403125
2030,cg15000813,0.0013686449185981223
2863,cg09258813,0.0013640324835545597
2308,cg08784129,0.0013509456546298365
395,cg27506609,0.0013447771868892106
2881,cg26110562,0.0013399915731256169
3183,cg09460641,0.001320535146843195
2684,cg09834465,0.001319291051994273
2694,cg16100845,0.0012971550163613224
1257,cg22053855,0.0012942545846428778
376,cg20623503,0.001293532042382453
852,cg03764092,0.001285599901644234
1063,cg22982368,0.0012828474394996976
3335,cg12519783,0.0012824687778401438
723,cg17098449,0.00128183897055539
3612,cg00301660,0.0012714607706242657
1277,cg26345203,0.0012619772364178062
3631,cg04799722,0.0012618540970245327
3238,cg01394884,0.001259516936068645
3886,cg01149239,0.0012570544830069938
1321,cg21515305,0.0012530818190084417
2970,cg27363327,0.0012518566910113868
1846,cg24634746,0.0012511507897723841
817,cg26940676,0.0012497427933005094
608,cg26122129,0.0012452308115214316
3611,cg10453719,0.0012434601324143998
744,cg14719722,0.0012413868656102718
1166,cg25001190,0.0012381692465099205
380,cg11412466,0.001228732370427522
3304,cg15649852,0.0012280905631109034
1121,cg02369450,0.0012173449859726353
547,cg23332827,0.0012153497175539337
1681,cg20481032,0.0012080158763960911
1543,cg24950894,0.0012067809799241487
1768,cg18172829,0.0012065712954098483
1502,cg18685561,0.001195978890186466
284,cg25358250,0.0011951035586408297
3485,cg22778903,0.001191963077036266
3502,cg08218944,0.0011909166277025084
987,cg01869342,0.0011906936737082576
200,cg18670767,0.001187110969686132
1152,cg14252169,0.001186975689698274
980,cg04833011,0.0011863569703815175
3135,cg04575202,0.001183288552291554
3460,cg17198320,0.0011719662995713814
2573,cg10880902,0.0011709327723675132
2038,cg13594463,0.00116797818133352
2265,cg25738714,0.0011669311977930742
1584,cg10606176,0.0011596662094007898
3386,cg15704699,0.0011595620163077534
22,cg20302975,0.0011565649783532033
992,cg05680973,0.0011530416296036178
1083,cg20271511,0.0011516127881911636
2435,cg01261797,0.0011488481071294167
3333,cg04439622,0.0011470160465301136
2691,cg11722581,0.001144626801853582
3088,cg20422099,0.0011430518026435462
128,cg07392358,0.0011335540322184457
325,cg11723066,0.0011317338684494675
1891,cg17842918,0.0011288078295776107
445,cg26183708,0.0011161886201051826
3293,cg17238522,0.0011100198782467738
1211,cg00514723,0.0011053132856055714
1240,cg20522029,0.0011032124411910664
1600,cg10272520,0.0011013532184018726
2915,cg10132767,0.0010999365285634072
49,cg09988805,0.0010926769371123303
2849,cg24773412,0.0010895511629161287
76,cg27392850,0.0010859590651558268
2572,cg24807850,0.0010855396779083219
1548,cg02478829,0.0010847858516818036
3369,cg08823068,0.0010844881299996994
2060,cg03675047,0.0010833861235284435
3929,cg19536664,0.0010812369725207928
1049,cg19275978,0.0010776358279910145
3504,cg17355919,0.0010760358524805331
3863,cg13498574,0.0010728645547772367
3526,cg03992063,0.001068589913073726
60,cg08839312,0.0010641008044556908
1136,cg12055258,0.0010634753214477815
1613,cg22082046,0.001063222959830831
3123,cg18523346,0.0010611561299017544
1031,cg24995674,0.0010576010266052844
1455,cg16777106,0.0010553804683599835
1527,cg04643552,0.0010514455359163259
2383,cg22149995,0.0010478631808258216
1047,cg11385938,0.0010469490889571998
462,cg16399745,0.0010456993789363157
3074,cg18145505,0.0010408601556662627
2468,cg22607220,0.0010399308208973801
1679,cg24085946,0.0010379809031263872
3550,cg04748223,0.0010362146672973878
1726,cg03317811,0.0010269699949256015
3234,cg15492820,0.0010256074792548706
1529,cg09236176,0.001024277954608555
1355,cg17950169,0.001023208889387049
3728,cg02973171,0.0010230616575870892
2679,cg14218629,0.0010170423418859517
3896,cg22869567,0.0010141559146114591
3792,cg22661893,0.0010140369367735698
252,cg11691298,0.0010138042125003393
834,cg02069592,0.001011907763589173
3649,cg17020464,0.0010118266029888311
87,cg08635395,0.0010102850214401581
2343,cg06108461,0.001006705250222602
1409,cg10991108,0.0010029523836444774
3067,cg10981464,0.0010021572838044889
1261,cg20006924,0.0009998055567588878
3353,cg26295057,0.0009996345978593047
2965,cg04482712,0.0009964838378220583
2260,cg13698224,0.0009957468779750091
1728,cg24837219,0.000995607942285115
1665,cg18645133,0.0009948124901269506
3456,cg05968904,0.000994647173035195
1779,cg03151810,0.0009933403066158994
3682,cg07882836,0.000992120073789669
1612,cg03716125,0.0009915183789713285
2461,cg13406893,0.00099138737625316
3168,cg27136023,0.0009870564734592335
2778,cg02281970,0.0009861132259341282
3316,cg07723902,0.0009851313037117883
1457,cg14381673,0.0009849015393931417
2968,cg10503199,0.0009848685564168283
2640,cg21904329,0.0009839718935905567
246,cg18665384,0.0009789813853622663
3275,cg13109494,0.0009769948513386178
2977,cg09248694,0.0009754469377850032
2779,cg18660064,0.0009749739382895596
606,cg14500486,0.0009746612359814552
1220,cg04587220,0.0009727424776051051
3559,cg10519437,0.0009704579430908701
1451,cg02044612,0.0009683504088664857
2096,cg21683390,0.0009675368822003105
740,cg17146570,0.0009656922578819674
821,cg07297178,0.0009646187338935776
800,cg02119577,0.000964519856035528
1893,cg03587843,0.0009626950804520925
885,cg03130891,0.0009618866185029211
3467,cg14970273,0.0009606290618818282
188,cg25842763,0.0009592609880066196
3707,cg04411201,0.0009577023646828162
2883,cg14178821,0.0009565283715672759
1885,cg24074477,0.000956273252770251
2551,cg16097357,0.0009533422503756716
2012,cg08347500,0.0009507182382722492
948,cg10201191,0.0009500772428007873
1697,cg12110087,0.0009497801587625371
750,cg02602182,0.0009469303119594927
2369,cg16227684,0.0009453264554029612
613,cg26750747,0.000945256687047794
344,cg14210862,0.0009452453345326423
3874,cg20285745,0.0009436967591469072
3075,cg14233720,0.000941675690508983
2876,cg02665650,0.0009394415918001186
