,col_name,feature_importance_vals
3596,cg22997040,0.0026654787177508767
3931,cg01641792,0.002201592640617805
3661,cg05768427,0.001901460723612876
2770,cg18125573,0.0018954834912808015
3418,cg25683325,0.0018663730045390648
699,cg03312643,0.0018541855977544965
1898,cg01723148,0.0018499779375884702
944,cg16955889,0.0017785214659871316
2211,cg00476900,0.0017292528012456325
3707,cg10160276,0.0017136959933994713
1350,cg19087039,0.0017103407772282057
2249,cg08693490,0.0016870571192202988
649,cg25332918,0.0016817851813085202
2302,cg14045872,0.0016795630464072678
1861,cg13285004,0.0016672402976373318
1408,cg05036212,0.0016649303292916588
2731,cg26492847,0.0016439644304898984
2144,cg11975608,0.0015896024961317568
2399,cg20482698,0.0015865957001251288
841,cg25576086,0.0015763636699980923
3637,cg10784511,0.0015745035769665766
326,cg27652459,0.0015683951183833916
668,cg16445423,0.001564921033395249
3713,cg18949192,0.0015634483813824647
443,cg00598204,0.0015613381741382156
3212,cg20122645,0.0015507051695925022
100,cg10903903,0.0015496112300802608
2346,cg21366688,0.0015493184689250547
2143,cg17805540,0.001539924222496007
2404,cg10918328,0.0015188144664252518
284,cg07016258,0.0015148404085584843
1120,cg19923650,0.0015145661199174607
2850,cg05884214,0.0015018535851529277
2316,cg23900203,0.0014960219390431559
23,cg21128568,0.0014852724480053816
1051,cg22877509,0.0014821273227353467
203,cg08166750,0.0014817173176962914
3073,cg27353308,0.0014751113785326918
2427,cg16825290,0.0014673000627003759
1073,cg21661379,0.0014590606961666771
648,cg18093771,0.0014549785466354886
1078,cg23752651,0.001438229943032011
84,cg16924616,0.0014365594601878522
981,cg07127888,0.001418681527238732
1669,cg20558091,0.0014055574479924214
3172,cg10586672,0.0014045633879485931
149,cg17478203,0.0013989234253253455
307,cg19717586,0.0013918929948008084
741,cg07619683,0.0013786616464494727
1650,cg00682263,0.0013759846755808745
1633,cg24364223,0.001371519459582236
862,cg26053840,0.0013712432578490577
626,cg08280861,0.0013646928721598294
752,cg20897830,0.0013580197181125124
2629,cg25673784,0.001333590773689954
1904,cg03313945,0.0013324985268753091
2473,cg05513806,0.0013297230818344705
1833,cg18475143,0.0013248487803314767
3924,cg17558214,0.0013191120456652024
3120,cg14877461,0.0013140073296428203
1186,cg10834205,0.0013095373804605577
1127,cg02074591,0.001305325496413357
3385,cg21506790,0.0013039061573672057
3850,cg09085201,0.0012882082732163513
772,cg01587682,0.0012754215726816702
3268,cg10531568,0.0012717685054090468
732,cg19854744,0.0012564384590422347
3338,cg25747017,0.0012546236352305828
3522,cg16409039,0.0012490952151872612
1162,cg11762346,0.0012471813301090152
1786,cg00336946,0.0012471497032300186
3166,cg23850174,0.001246083570882108
1628,cg15668468,0.0012414138706731432
2775,cg08044427,0.0012391954062294299
3866,cg16995086,0.0012361163833379421
1574,cg01068621,0.0012291017119530118
1363,cg03691144,0.0012285078712513246
1488,cg00755181,0.0012242322512090674
2412,cg23663760,0.0012216466324107074
3947,cg21751684,0.0012212924466819552
2911,cg26121931,0.0012192390746851491
294,cg22198603,0.0012126556401371685
392,cg07503658,0.0012103703142136134
1153,cg11757417,0.0012088824529304287
3727,cg18972013,0.0012063266233084944
563,cg01629240,0.0012053264818703234
2051,cg04481181,0.00120205352240591
3146,cg12665059,0.0012016031827737732
1695,cg01367424,0.0011975581142898027
3113,cg18834878,0.0011951767923252692
2065,cg21609154,0.0011943967796767161
185,cg02974928,0.0011903576763208925
3607,cg07474494,0.0011882181729047966
604,cg09461420,0.001188114292756303
2806,cg12213062,0.0011875468945768731
2021,cg02099878,0.0011845283248827587
2870,cg00134602,0.0011836131550921106
2200,cg07788437,0.0011830700936176417
1015,cg22988566,0.001182519131991661
610,cg12513975,0.0011749840848137708
1195,cg13816321,0.001173179061164625
3530,cg27255329,0.0011636247286245132
2522,cg07413251,0.001162970912442053
2409,cg08832603,0.0011617728195716186
1339,cg03995457,0.0011615188890757978
3529,cg13799227,0.0011584853076482401
1064,cg15850065,0.0011565135343297353
250,cg25711239,0.0011530226925712888
3902,cg18081104,0.001147234482961931
2776,cg03291548,0.0011467856603618704
1674,cg05348875,0.0011458694157496713
3503,cg06313716,0.0011455977148994109
112,cg20812973,0.0011371653536313936
3151,cg01440570,0.0011336238632221967
2290,cg04974290,0.0011333986336253944
1818,cg17302461,0.00112872396620501
3429,cg12686920,0.0011283133308953
442,cg00252282,0.0011274999163501417
2580,cg16646662,0.001126944968376659
166,cg25663770,0.0011255906183032494
3936,cg03405834,0.0011254727064154175
3903,cg10590861,0.0011237678685424256
280,cg15837118,0.0011221690511542717
1703,cg01498609,0.0011184198195054516
823,cg07980988,0.0011161181456137408
568,cg16936421,0.0011154993238816477
3789,cg20328399,0.0011117237264471472
817,cg02048654,0.001111649004251376
1209,cg13158272,0.0011029756263256974
30,cg00027114,0.001098660874704796
573,cg21676440,0.0010983931118595325
1227,cg27405706,0.0010981975617254773
2635,cg03769927,0.001094415360371229
1961,cg17226286,0.0010932069216458582
1089,cg00421624,0.0010912823032805166
687,cg07907506,0.001090155418309662
2729,cg07353685,0.0010865517210713106
3535,cg20359793,0.0010800467964603238
338,cg13446906,0.0010794045089309733
2115,cg27286337,0.001078529842166533
3483,cg06949439,0.001077749384064724
1267,cg26819783,0.0010775346266090591
2834,cg22738800,0.0010719354928050177
693,cg03763518,0.0010711958017537685
275,cg18766033,0.0010711697644415082
3859,cg18315676,0.0010704149358875367
3069,cg00620746,0.0010682214383343997
1825,cg26820636,0.0010652936032167794
3750,cg05345286,0.0010613796781861874
3366,cg04718145,0.0010605842307696265
2866,cg13846327,0.001053758406915849
3078,cg04068578,0.0010512787242560628
566,cg22109795,0.0010498780443306494
2763,cg27285720,0.0010485775225750895
768,cg07697895,0.0010438020756139944
908,cg13371527,0.0010434538745608608
1191,cg04882394,0.00104327587424795
804,cg14484681,0.0010390253295399189
631,cg24433043,0.0010366268119669886
3257,cg20978721,0.001036416257957328
2107,cg25562619,0.0010358178284984425
1176,cg07827630,0.0010357543621422995
1386,cg15989810,0.001032726217985963
529,cg00928397,0.0010327201605818557
3060,cg20665157,0.001030786581447093
3559,cg20640246,0.0010301145843763248
3199,cg20846192,0.0010300175366247176
1807,cg24207068,0.001029264552786305
1723,cg12427163,0.0010285324221563472
856,cg00771185,0.0010284081833765414
3649,cg04015907,0.0010260536391621734
755,cg20434239,0.0010254778471776576
1676,cg19434183,0.0010254269704088575
2068,cg11149194,0.001024154945455315
1747,cg04250920,0.00101852355561246
3157,cg26660461,0.0010182262719849702
1616,cg20963741,0.0010176939832556321
2273,cg15169286,0.001014253638658343
3719,cg16019434,0.001013991240881202
2214,cg16963852,0.001013858973220416
2583,cg24415066,0.0010121024845159746
1755,cg16243644,0.0010112148848335483
164,cg17128024,0.0010112037217925066
260,cg09076720,0.0010103859421611435
1519,cg19306380,0.0010083855157903725
3419,cg20373635,0.0010075518152527741
3167,cg15895886,0.0010063817033219807
1286,cg01912298,0.0010026441573784818
1258,cg25258843,0.0010017996571357421
22,cg21128569,0.0010016668423708341
1874,cg18097532,0.0010011901323929938
335,cg21084674,0.001000719655119861
1859,cg12932675,0.001000306853981062
2944,cg02881570,0.0010001241052184234
3051,cg24677093,0.0009995404071949467
2457,cg26429655,0.0009989970725233818
1325,cg01300317,0.0009969560489079068
2912,cg08228600,0.0009943025060410633
1569,cg02483101,0.0009937519516396887
1554,cg24716558,0.0009932334877345871
2893,cg05680111,0.0009923925847193334
2019,cg00388287,0.0009909393665848963
176,cg00288598,0.0009895392820594836
2046,cg03247892,0.0009878206437243253
3911,cg18633693,0.0009866550990826563
3816,cg08843902,0.0009854741515026287
3609,cg04476839,0.0009852334372815927
2315,cg09959684,0.0009851723770093644
2869,cg00132255,0.0009846365229128455
624,cg04642300,0.0009840483111860647
413,cg03110795,0.0009837158660691565
1298,cg20455617,0.00098099790538801
1260,cg14824495,0.0009806284592798812
497,cg07864647,0.0009785649866131114
2079,cg16762085,0.0009775769704387569
3041,cg03655371,0.000977357063128348
2069,cg13861122,0.0009772407377925541
377,cg11993399,0.0009760304761271229
2359,cg00658007,0.0009751330667640347
1493,cg12715421,0.0009705643588056083
344,cg09279566,0.000970508242660736
138,cg19916740,0.0009696154500537385
2913,cg06048910,0.0009692510726654291
1079,cg07346310,0.0009678145637823538
55,cg25152136,0.0009652963427343225
1104,cg06527267,0.0009650329222344665
3139,cg15390649,0.0009638910828340974
3548,cg00901843,0.0009624421337045125
2366,cg13424229,0.0009584784804635625
2874,cg00975163,0.0009555137841756544
3444,cg16263887,0.0009537575606774571
2831,cg17476026,0.0009505206171979807
3105,cg20462795,0.0009498488282358447
893,cg07516470,0.0009487550249123787
1402,cg01492061,0.0009482181786539701
1683,cg26828839,0.0009481243117589061
3546,cg23972735,0.0009470497457625932
385,cg13050802,0.0009457526277752737
3033,cg13340279,0.0009455143662489717
3904,cg11740921,0.0009435750162616575
412,cg18809102,0.0009430345442064961
709,cg18552861,0.0009427421988948481
1400,cg01532168,0.0009425122280599053
873,cg08478250,0.0009415176660359027
2674,cg19235339,0.000940852252297818
3079,cg13318964,0.0009405228116755662
2773,cg05480883,0.0009395396411151398
2787,cg04790574,0.0009366835468259868
1895,cg00614617,0.0009355709854236042
2517,cg12732514,0.000932638762286811
1757,cg15199886,0.0009294139346707981
739,cg04145621,0.0009267645966403883
431,cg26060835,0.0009256567443211177
2348,cg19091036,0.0009254349102243915
2490,cg13951074,0.000924161506769012
2100,cg24715245,0.0009224490606943854
1198,cg16287451,0.0009206578612253812
2128,cg12732953,0.000919518223361216
2157,cg18849847,0.0009181834766692693
1708,cg02608963,0.0009158982091569136
2532,cg11715858,0.0009151335951017457
3863,cg07436141,0.0009150467477508661
2663,cg14557064,0.0009144658440389572
1886,cg17964505,0.0009142693152345036
1047,cg03928875,0.0009136270578503548
1055,cg21175761,0.0009120396650100388
1567,cg02630888,0.0009117490702553353
3588,cg03787088,0.0009085758373018099
3314,cg03629499,0.0009076456994421964
1137,cg15252509,0.0009074349762594748
2475,cg00295744,0.0009058074429275746
917,cg17262810,0.0009041886054584556
1969,cg00024192,0.0009034533057186716
740,cg14741691,0.0009033437616318256
792,cg03184776,0.000902326253918263
367,cg11099722,0.0009021791071475899
1767,cg25236791,0.0009011320058273448
2541,cg16370537,0.0009011069040613212
3509,cg04414720,0.0009000570435000555
3591,cg18886239,0.0008999594306725345
3042,cg19479609,0.0008970790818290785
1109,cg08665251,0.0008967245023265589
2765,cg23114262,0.0008956683822649654
2138,cg24440658,0.000894245977789414
2904,cg07992659,0.0008941500835749923
2218,cg06385202,0.0008936871543305015
1244,cg04600077,0.0008936284954143048
3891,cg14994060,0.0008928593145503391
3153,cg08882027,0.0008926995681166506
782,cg24937136,0.0008925023448500724
3640,cg11598935,0.0008902349754744764
2035,cg08204129,0.000889143117002622
227,cg24402880,0.0008877649030151149
1621,cg27086014,0.0008853270941917486
3839,cg15952235,0.0008833757358476351
1933,cg13581779,0.0008827890404088207
2345,cg02226672,0.000881993100531829
998,cg12792264,0.0008781387667555652
2526,cg18909389,0.0008778275382422275
1430,cg12527378,0.0008754243338074142
2343,cg08404221,0.0008752797698415916
992,cg22157069,0.000874915569639472
3687,cg20624391,0.000873839826870076
2939,cg20300246,0.0008737587637906158
3363,cg16272791,0.0008728975271408452
1968,cg04275490,0.0008723733581535953
2832,cg20131194,0.000869682988795595
2936,cg08541518,0.0008691817845418224
2098,cg00862016,0.0008681342730433871
1403,cg02086801,0.000866397266499054
198,cg08252387,0.0008647072719853393
3371,cg16002305,0.0008635929235027828
3023,cg10906729,0.0008632805252869958
1864,cg04976759,0.0008632608532903321
1038,cg21229055,0.0008629218158484201
2497,cg12377327,0.0008624521709551682
306,cg26498616,0.0008623191996274068
3135,cg24422029,0.0008620995323070898
3689,cg17091361,0.0008614217287949628
1839,cg00010853,0.0008612198517044064
3284,cg24736217,0.0008610932489473898
3380,cg08844169,0.0008604625709185633
140,cg16737409,0.0008572307076239103
2887,cg23044391,0.0008562717553176581
1140,cg01712428,0.0008547093793552856
1136,cg15195541,0.0008539837440445087
853,cg08577913,0.0008535894604842176
2777,cg23058901,0.0008532037438156349
2723,cg25743268,0.0008528131697158673
407,cg09694898,0.0008519450489281106
557,cg26196106,0.0008513293846452394
3517,cg26975086,0.000851175053984003
1155,cg12976145,0.0008492183846405608
534,cg09853702,0.0008488121413417251
1981,cg05556038,0.0008482521178142759
1822,cg18584387,0.0008481377873752943
1381,cg05660106,0.0008475951588352786
1926,cg19696083,0.0008471959864985773
1828,cg11207372,0.0008462210489653506
416,cg05386977,0.0008453527552385289
1314,cg20633818,0.000844637971835184
1578,cg26473844,0.0008436400328825804
2794,cg00516030,0.0008429041800467656
1471,cg23470729,0.0008427727335742145
795,cg24904863,0.0008420542269101165
196,cg10522125,0.0008369021800965506
240,cg03686067,0.0008368735317655811
706,cg26466856,0.000836017248094667
2377,cg09344986,0.000833373162229197
48,cg20399616,0.0008333706897601273
3808,cg16512895,0.0008331129469990691
3128,cg14282850,0.000830526788535406
1529,cg14608903,0.0008301351427947119
2307,cg24800616,0.0008297817669903559
3765,cg21027599,0.0008286486605752072
3752,cg18586212,0.0008280203505290925
3158,cg09087901,0.0008239303836747021
891,cg26591696,0.0008231289981809541
1475,cg02995770,0.0008230148428114701
813,cg24442454,0.0008225155142239099
3882,cg01739210,0.0008202728180837987
2969,cg08496742,0.0008181643975172329
2554,cg05934698,0.0008170201920030853
1635,cg19300568,0.0008164598370371849
3233,cg02661764,0.0008162410346239054
3372,cg13970437,0.0008141854388016108
3821,cg03938060,0.0008132171511050697
670,cg15482122,0.0008128734475218968
1984,cg04112211,0.0008124010693321807
2456,cg15214172,0.0008123392861156044
1111,cg17220749,0.0008122131226314352
3246,cg12054566,0.0008121952738041853
616,cg19253379,0.0008113766516271426
1741,cg15815843,0.0008111473991648224
2693,cg01960979,0.0008108037149232304
905,cg04914930,0.0008105843617847219
2983,cg26091747,0.0008102938925367982
1239,cg21789849,0.000809216804071435
3381,cg18314778,0.0008091090926091996
3674,cg06097717,0.000806595770753057
1955,cg04487720,0.0008065310495815005
1340,cg25718383,0.0008040504399490727
2737,cg19931596,0.0008036248424600514
2898,cg18770216,0.0008035613650128558
1610,cg14752838,0.0008034848909182043
541,cg11726857,0.0008029032632924194
876,cg26090775,0.0008024469434447262
1033,cg16616370,0.0008009111650272675
3565,cg10562198,0.000800545829088229
2533,cg27072012,0.0008003698610986021
434,cg23989336,0.0007994654907848787
3346,cg20595752,0.0007992989329599807
246,cg01861825,0.0007990065485482147
829,cg18608749,0.0007987621157399739
1045,cg20285546,0.0007973257928382744
1742,cg15587571,0.0007965692435905582
3656,cg07054263,0.0007963896446290164
3471,cg06856840,0.0007950444289474098
1165,cg26742187,0.0007941798178276729
3943,cg04330884,0.0007934419153000285
1716,cg13823919,0.0007926772497352557
3495,cg10155432,0.0007924128896771153
3369,cg18180276,0.0007915320869790713
492,cg00600477,0.0007905332067360271
3544,cg23972738,0.000790313882593621
156,cg02791851,0.0007900239051569174
35,cg03908845,0.0007896618502447131
1791,cg12497914,0.0007882190316309663
574,cg25252197,0.0007873403218290432
937,cg06777815,0.0007867826406944569
1365,cg00403874,0.0007864296418411586
3885,cg01058360,0.0007846940261534373
2221,cg05733463,0.0007840784647391015
3590,cg01377523,0.0007825405823251489
2353,cg19305545,0.0007805189403671679
690,cg17688837,0.0007804216281435621
3913,cg00564465,0.0007801674560975918
2531,cg02655361,0.0007793712126938552
352,cg19935171,0.0007773921277140811
1905,cg12594803,0.000776314104823698
2799,cg02686091,0.0007753896694831728
