,col_name,feature_importance_vals
2004,cg03555299,0.0026516695577823877
2023,cg06206801,0.002426921065740191
1213,cg17757602,0.0021405984306457427
854,cg23978504,0.0020061776981737207
287,cg21013395,0.0019356060478006338
1488,cg06520450,0.0019317737477605736
3622,cg11829680,0.001921256600948223
888,cg06547766,0.0019038304194522236
548,cg25140213,0.0018277356504335456
1561,cg27478313,0.0017735909884270863
3700,cg03192598,0.0017574422275817355
3270,cg04576441,0.0017134521406867486
1584,cg23189410,0.001711688952921318
1813,cg21558752,0.0017069971892741988
2631,cg09662930,0.0016920422336850858
3183,cg11467141,0.0016779487324348683
3800,cg08339497,0.001675272595073003
1375,cg24455236,0.0016750146980023695
1999,cg10658542,0.0016695582083305234
632,cg18486102,0.0016374507852849312
3223,cg05470554,0.0015754845865084744
60,cg07177174,0.0015338380213995998
2440,cg13519035,0.0015321763219475412
1685,cg25464787,0.001513000529842053
121,cg13819787,0.0015045385750203548
2653,cg13484549,0.00148519770937755
3916,cg00084094,0.001484340908242804
303,cg12691004,0.0014798477911051185
146,cg14742187,0.0014739993820694509
774,cg25943406,0.001472295753106225
3585,cg18024859,0.0014626507705743906
1198,cg02096663,0.0014219155788650197
1573,cg12689670,0.0014199627515674741
1188,cg01960748,0.0014182912391308869
535,cg16450309,0.0014040592257640976
644,cg09950920,0.00140252120759826
2448,cg25571414,0.0014001871965423373
1009,cg10378735,0.0013955935707361214
2196,cg20702913,0.0013931006333480363
2559,cg19406706,0.001380330773828095
1629,cg17825572,0.0013525868722060828
3019,cg27504292,0.0013496740431833917
1634,cg19170881,0.001345679016590268
2091,cg26470798,0.0013402887803255813
2257,cg18782604,0.0013308351030781491
1251,cg04747996,0.0013303419544580062
2656,cg23030069,0.0013303267385056422
1402,cg15814504,0.001325266536379535
2977,cg22501608,0.0013239411568215945
1513,cg24774956,0.0013216275727477452
3600,cg06612196,0.0013095118068660104
1120,cg04341324,0.0013051669223744379
3412,cg07637015,0.0012948868829049576
3651,cg03044684,0.0012792894927773385
732,cg11205072,0.0012732313102413893
212,cg26590664,0.0012711793154643414
3053,cg09993814,0.0012649040178715448
1321,cg18062205,0.0012612490151134195
3032,cg13895046,0.0012578696131465127
848,cg09430118,0.001254834674359229
1522,cg26107754,0.001248211969103691
1338,cg00397479,0.0012476512330011184
2996,cg01620410,0.0012422779022571422
1760,cg19353326,0.0012394072407123688
3841,cg23917844,0.0012377439433971474
3343,cg26112706,0.0012351486511039999
3091,cg04224064,0.0012260185647895421
497,cg09512236,0.0012256517434340415
2794,cg23052826,0.001224751797524042
2006,cg25050392,0.0012220595763793771
2571,cg07766803,0.0012193098772124735
2829,cg21936552,0.001208448994374176
2428,cg02642565,0.001208031145104479
3567,cg21105875,0.0012077117866145523
414,cg17940113,0.0012033760694303368
2530,cg18294109,0.0011977303562889575
885,cg03417055,0.0011975330518581703
658,cg22968966,0.0011914564950711792
936,cg16402822,0.0011886609895912538
186,cg09899496,0.001188639269450254
995,cg05362011,0.0011876133652003772
59,cg26609631,0.0011849893776302608
2375,cg27349333,0.001183026930434137
2565,cg07881365,0.0011810244712388998
2939,cg07478240,0.0011802929786916075
1468,cg14211930,0.0011784183762187366
1582,cg16852369,0.0011760463387590475
147,cg22771904,0.001166322545077178
2132,cg00263677,0.0011659011977476908
453,cg02339392,0.0011600679116694163
1176,cg12798040,0.001158877034791454
2660,cg15111573,0.0011582576253592128
1935,cg07127410,0.0011582257211596792
558,cg12424965,0.0011571366689669706
1804,cg09656020,0.0011534725569997356
3782,cg21505925,0.001152363616683315
222,cg18704691,0.0011522091537282339
2989,cg20041612,0.001150564421369099
301,cg02612925,0.001148628413774216
3402,cg10342553,0.0011451681170146443
459,cg01325552,0.001137162485067855
3126,cg25418001,0.0011351825726511567
2046,cg19108771,0.0011349432268701188
1432,cg22870189,0.001133002542286202
805,cg19269039,0.0011325813981665274
3689,cg24774271,0.0011255051949454606
2462,cg19276111,0.0011250930121601914
192,cg12039422,0.0011236790107344357
1847,cg23402467,0.0011227483206874334
3954,cg19075225,0.0011188908672829711
3843,cg01942646,0.0011178756392833074
3464,cg20891501,0.0011176268895298715
2679,cg01981960,0.001112235429310862
2735,cg00574819,0.001108460968565192
2053,cg01906944,0.0011073642101526056
960,cg13864319,0.0011049076713647835
2407,cg25799109,0.0011034931405045992
3892,cg27427743,0.0010993286502160367
3369,cg09868280,0.0010966408496695858
1149,cg13067635,0.0010942041622616545
157,cg11177693,0.0010931254981720673
3694,cg05344495,0.001092663977129193
793,cg13583454,0.0010906467365875555
2429,cg18459339,0.0010904100481803683
842,cg17154935,0.0010831827820087208
2289,cg11996093,0.0010830413556315198
2340,cg01973778,0.0010796693671434319
3813,cg27045835,0.0010761929534297012
250,cg20543544,0.001074878795363851
2751,cg13188011,0.0010719915703433296
1833,cg16587616,0.001070825921329617
2188,cg07222505,0.0010642920981924111
718,cg04308657,0.001062841601137734
1659,cg15590532,0.0010571201528980587
2852,cg06817802,0.001049810827473015
1262,cg03427577,0.0010488698920198658
1004,cg13189872,0.0010456993732315886
1694,cg07573937,0.0010413696365818115
304,cg26770917,0.0010382146895131757
3828,cg24429175,0.0010346746587096872
3693,cg17534029,0.0010315695586798719
1726,cg21305756,0.0010308012577929966
2854,cg01420001,0.001029972659322272
3241,cg21436444,0.001029483878835945
2724,cg19490001,0.0010292679774925248
3312,cg06327515,0.001028499838049074
3195,cg17913670,0.0010257009333414818
851,cg11037750,0.0010237979882580914
626,cg12775656,0.001023165993828241
3169,cg08978092,0.0010219345704181565
1979,cg05964600,0.0010215299624617901
1280,cg24970918,0.0010200018422720264
1029,cg21727907,0.0010164407628056732
299,cg17156803,0.0010140105186580732
2385,cg22488750,0.0010111560539704787
16,cg10182317,0.0010087695361651891
377,cg04884025,0.001008765489564447
3482,cg09024126,0.0010065766175353804
2421,cg18235088,0.0010054171688002184
2367,cg03789498,0.001003772647447853
2136,cg24982682,0.001003183426641797
483,cg18550857,0.0010021980630542735
496,cg02723533,0.0010014863729523721
3260,cg12055515,0.0009987874119197558
3103,cg20071624,0.0009939575771637339
1523,cg05824218,0.0009923986668201028
3578,cg20120218,0.0009897362011713343
2951,cg14452947,0.0009896563656569659
3818,cg22750001,0.0009875530341936422
3806,cg08700893,0.000986320747083639
2118,cg09738064,0.0009852129756218974
1012,cg23841726,0.0009812195346826072
1019,cg16159925,0.0009810913729746784
1047,cg25117523,0.0009809948212512545
1891,cg09098545,0.0009800416293807037
2265,cg00348598,0.0009785257201988787
3438,cg14621907,0.0009776245984146263
365,cg24583871,0.0009769646008326476
2575,cg16655240,0.0009768996186477156
2146,cg02227036,0.0009733718740779331
625,cg17647091,0.0009704045064283123
697,cg22261694,0.0009687718052878311
3305,cg17763019,0.0009671712478547275
127,cg18051353,0.0009664810286060323
2830,cg12501274,0.0009612739366212767
3097,cg13661519,0.0009605441952323323
1403,cg10199049,0.0009590486794770875
2372,cg16195332,0.0009575231458086756
3238,cg03762994,0.0009570026908882067
482,cg17594424,0.000951334360063905
1922,cg07251857,0.000950947114367315
351,cg09143964,0.0009506335583377818
3123,cg00685014,0.0009495552863446109
84,cg17375083,0.0009449122515227294
11,cg17631429,0.0009446635609091227
2505,cg05966371,0.0009400844832973611
3796,cg22052143,0.0009390773197968421
3908,cg00395210,0.0009375805557408904
3171,cg11583211,0.0009359922174352787
450,cg23307798,0.0009335666419471228
1916,cg00308438,0.0009335495022085148
3374,cg04244985,0.0009329647610566725
2066,cg14299044,0.0009325236244286974
1191,cg26757722,0.000931374282626997
1065,cg26158180,0.0009312306918074118
1154,cg21005416,0.0009308129949397426
1325,cg22078451,0.0009296040443642
2929,cg16683160,0.0009294621984027517
6,cg20537521,0.0009256123402500917
403,cg19494587,0.0009241624510155064
114,cg04515268,0.0009235660462519295
1972,cg13703912,0.0009216349418310811
2074,cg00320453,0.0009205103264294566
1097,cg07190885,0.0009201855659476082
1834,cg15792487,0.0009149544880409817
29,cg25061349,0.0009144869604766615
24,cg24366211,0.0009144030905413117
2598,cg09639631,0.000913592774129954
2668,cg10082313,0.0009125717070514054
2851,cg11909467,0.0009122191744188905
2463,cg17125315,0.0009118816237726386
1077,cg09023624,0.0009116442932706597
2381,cg18440889,0.0009114557971108674
401,cg23222435,0.0009100004286856268
696,cg19531536,0.0009087425077673131
524,cg14421860,0.0009087020211622671
3334,cg14902267,0.0009038105640314009
2104,cg10237765,0.0009023931242217228
3670,cg09219451,0.0009017869284781259
1131,cg22682304,0.0009015762372830287
3366,cg18138400,0.0009005833419327842
237,cg04048634,0.0008963641321872337
1123,cg08397205,0.0008963572314327205
239,cg15673955,0.0008941979880835099
2070,cg03062944,0.0008921418217273483
1550,cg25017620,0.0008904689910373079
3905,cg07908498,0.0008902417841159933
2999,cg17569743,0.0008901602257023553
2437,cg09477232,0.000888884919922773
1201,cg06398251,0.000888683380390548
3617,cg05914981,0.0008877527698467898
2561,cg17565113,0.0008874013693942069
2925,cg10584587,0.000887005693970705
2057,cg27509967,0.000886805458600175
3868,cg14769570,0.0008863508003823568
869,cg18129996,0.0008858583381686458
901,cg00282510,0.00088534356543262
835,cg12239742,0.0008831052678516275
511,cg02095290,0.0008826079804070191
1578,cg01342572,0.0008814152317533846
2703,cg08230059,0.0008777156256627401
1148,cg13067634,0.000877460848111288
528,cg15615968,0.0008773268912381323
240,cg00747241,0.0008769497050390532
2052,cg08733522,0.0008766963239582012
910,cg20140110,0.0008759592071121381
1719,cg23151024,0.0008755827995725573
2154,cg01426903,0.0008751363157904867
2335,cg18176312,0.000873833197945338
1967,cg16495696,0.0008727087750214885
3146,cg00852846,0.0008724843381448942
2966,cg03333188,0.0008712205134814463
3420,cg08162124,0.0008710501338959901
1288,cg24268161,0.0008697996333064802
519,cg02707222,0.0008686692742795176
2187,cg19541233,0.0008681666322047476
1970,cg07598370,0.0008673182792072426
1853,cg08508337,0.0008672706535065211
3333,cg00556029,0.0008671875193306302
3075,cg27656184,0.0008647327968757399
388,cg05876425,0.0008638895023636121
3039,cg19369022,0.0008628330112856804
2242,cg12530050,0.0008615739072260552
421,cg00625443,0.0008613403612975032
2658,cg12904924,0.0008609790427852141
3274,cg14295696,0.0008608813799633967
3377,cg15171342,0.0008581157508546438
3709,cg12810212,0.0008578555118892523
1210,cg23824845,0.000857064580182725
2684,cg14759284,0.0008561674924078096
619,cg23236370,0.0008538374401693765
1342,cg16228365,0.0008536727569411722
2278,cg21627187,0.0008522959784888121
1054,cg08296176,0.0008515047301562876
3080,cg02340615,0.0008495795231578211
2759,cg14434922,0.000849378189137371
1994,cg16021678,0.0008488911053562584
2964,cg04599297,0.000848799294745704
1560,cg00591890,0.0008483420065752806
837,cg12158488,0.0008479981817026783
1481,cg08735211,0.0008474643232969764
2390,cg27033231,0.0008461445333337232
3176,cg08456051,0.0008452581822480013
1061,cg17200850,0.0008450795509596556
3560,cg19570244,0.0008405364907583072
2475,cg26517171,0.0008394516983452346
1300,cg09082441,0.0008377916815240088
2320,cg13591710,0.0008377551738509471
2024,cg23947326,0.0008366768858806985
1964,cg18898125,0.0008360364336163159
1125,cg26359388,0.0008355282856769792
2560,cg10683939,0.0008352473650565712
875,cg25098208,0.000833683691272701
