,col_name,feature_importance_vals
2790,cg09068128,0.0021512250281178805
1347,cg14537533,0.002118784322758137
286,cg05351785,0.0020065175005972912
2055,cg22232327,0.0018588028999805954
2459,cg03880173,0.0018581065978237191
1625,cg24446429,0.0018378975652414173
2292,cg26635219,0.0018232073356720603
235,cg20688917,0.001817089187657859
2701,cg16148454,0.0018090372563707709
877,rs2521373,0.001770496931440307
143,cg00814909,0.0017700511694536169
868,cg14206882,0.0017632147527860823
2111,rs13369115,0.0017597324665232384
2242,cg08828787,0.0017338992619956712
295,cg21684021,0.0017219160315283355
207,cg04427254,0.0017073787232184572
1346,cg15108047,0.0016946302510621473
1238,cg15818307,0.00169025374476797
1861,cg23174662,0.0016860610816748422
843,cg10736330,0.001659877091177146
1246,cg05929675,0.0016493969134086816
706,cg24337215,0.0016456728271918234
1671,cg24959428,0.0016441935488440103
3331,cg10636403,0.0016035696401383481
612,cg13883671,0.00159012935613834
3899,cg05485769,0.0015876270923394227
116,cg23060618,0.0015854939170232433
256,cg22965600,0.0015818370333203473
434,cg09469667,0.001580675854826856
1267,cg10541864,0.0015683811325715364
772,cg05293365,0.0015644837239208221
169,cg18316974,0.0015513054081309056
1614,cg03246914,0.001538700565945654
271,cg04498801,0.0015363519632065334
2309,cg02863179,0.001527553556948862
1745,cg25310676,0.0015082891189320373
2694,cg18113731,0.0014981938980014125
154,cg10789749,0.0014902867664888368
2334,cg05536998,0.0014798217603728173
1939,cg15817705,0.0014722805400887065
1677,cg11691825,0.0014697189771485965
1269,cg14239111,0.0014481221106701736
858,cg22715837,0.0014468791084339594
853,cg11629919,0.0014167294602439652
1652,cg26161895,0.0014070475127614215
1446,cg01940297,0.0014035601669135742
1537,cg13732083,0.0013988170207597972
1178,cg03331474,0.0013847492718233642
3183,cg18180569,0.0013808699054600859
2774,cg08948808,0.0013798631076415717
352,cg26134095,0.001372023671729431
2520,cg24164612,0.001371942746497772
1208,cg24462260,0.0013686374048333602
1909,cg24472375,0.0013562418219469
