,col_name,feature_importance_vals
1156,cg21101720,0.002640056865907511
1900,rs3936238,0.00256421526460113
669,cg21361094,0.002038957924925289
2200,cg06065019,0.0017613093379751608
855,cg14396995,0.0017601862843879457
2794,cg20035319,0.001750507075250488
3481,cg07371589,0.001630090785455305
1877,cg13797779,0.0015967841125577
424,cg00902895,0.0015850115060167245
194,cg23386212,0.0015763084003340517
1438,cg23395715,0.001564553856836122
3019,cg24307499,0.0015528338544583934
1441,cg13900100,0.0015525566432226133
75,cg07125771,0.0015337126016103458
2907,cg14520957,0.001517438278453624
594,cg05317396,0.0015068353701155565
670,cg03465028,0.0015020393238579534
2141,cg03321349,0.0014913133746341405
3004,cg17247026,0.0014896425192439673
2934,cg13171718,0.0014879372610919054
2333,cg08198430,0.0014778661230054147
95,cg21579399,0.0014579113154694165
1299,cg09537551,0.0014558207080276118
2557,cg06234863,0.0014549303454153013
955,cg02876191,0.0014527396760576235
3834,cg19690984,0.0014468749439690547
2900,cg04131101,0.001433701629182843
16,cg16749186,0.001424766113488094
1058,cg03631457,0.001422962304872397
2210,cg01444716,0.001421150735877118
3916,cg06363129,0.001419330768672055
472,cg25000021,0.0014064431018138341
2317,cg14491820,0.0013952938259990332
174,cg03301200,0.0013929406208422607
2051,cg02282631,0.0013916149416823389
48,cg03691722,0.0013915308926403542
1085,cg15924868,0.001391010984217591
1423,cg23102632,0.0013888053978857427
2267,rs2235751,0.0013874267884740879
874,cg19598567,0.001386942367238401
823,cg03457729,0.0013714593573397765
1565,cg13401014,0.0013708630274881027
3861,cg13575161,0.0013609577710283326
1604,cg06813578,0.0013520676485379603
3877,cg06477164,0.001347980825752341
411,cg10019916,0.0013441586049775024
2464,cg05649009,0.0013366892839869627
3369,cg14210607,0.001334153994690057
1580,cg11526928,0.0013294046493144284
3782,cg13270350,0.0013103092711916643
925,cg16947138,0.001309324345812566
3007,cg09414983,0.0013029752748116151
3529,cg21800989,0.0013024053697306655
1593,cg03906681,0.001301049773449857
2161,cg21906379,0.0012972687517497333
3183,cg16332300,0.0012925742228703555
3662,cg03711485,0.0012889445683899323
3656,cg03804272,0.0012884214855700426
2338,cg08987989,0.0012846316226550463
387,cg21667061,0.0012826150065126873
2899,cg19201009,0.0012806046996577387
70,cg07891531,0.0012753123387872244
698,cg18944924,0.0012685955699628815
3888,cg21322436,0.0012505492764924792
948,cg26800915,0.0012502500376430016
493,cg27576485,0.0012479149465564755
1253,cg25340688,0.0012447933858802257
3353,cg01124477,0.0012409044080417015
2437,cg22345878,0.0012394538928266888
2015,cg13889007,0.001237152467650613
2709,cg00450784,0.001233237518421886
3549,cg06539091,0.0012298102872961769
3317,cg13764956,0.001224892573249988
2566,cg15287850,0.0012212103651319042
2768,cg26188685,0.0012104318437377514
3792,cg07601645,0.0012076813332369683
1988,cg00370123,0.001195816474601872
2199,cg16798825,0.0011918064507970736
1071,cg12698713,0.0011878653244469927
3589,cg03192231,0.0011845998280285068
158,cg27327508,0.0011779239958089201
145,cg20395040,0.0011774076826472522
785,cg10603156,0.0011757887638587222
3894,cg19696117,0.0011757525721804996
