,col_name,feature_importance_vals
325,cg00779602,0.003275128473303931
2796,cg18259487,0.0023183571648618894
3094,cg23930334,0.0021534629692230517
2994,cg02293118,0.002143478825739043
1875,cg07651316,0.002103146218086263
627,cg00228017,0.0020605230445184574
2310,cg20129213,0.0020065145351660595
2047,cg04880990,0.0019544022870731765
89,cg14482313,0.0019443209886201751
1385,cg10720966,0.001909703961167091
1779,cg06844526,0.0018987982856046512
598,cg02164615,0.0018922728376843413
3232,cg11640015,0.0018461419583694048
2074,cg10956848,0.0017783693873466213
2111,cg23113963,0.0017771734337199223
357,cg13906377,0.00177325548888144
1460,cg18952647,0.0017694977958918289
1221,cg14618996,0.001762953751794753
301,cg21393885,0.0017585231659854642
1528,cg06961237,0.001718824194586918
1403,cg23692680,0.0017142942418478986
2182,cg23677778,0.0017110684416152724
2777,cg01788444,0.0016609653675343373
2381,cg18576957,0.001652896584307106
2993,cg08864344,0.0016475809457319726
733,cg06728658,0.0016421245175987334
3253,cg06540146,0.0016239008438110587
867,cg07982896,0.0016162494942658795
143,cg27561818,0.0016134425170318913
1693,cg05183646,0.0015940689932490229
507,cg24902339,0.0015618471895216097
3233,cg23752752,0.001558094517856481
1304,cg04233770,0.001550935356456115
246,cg26693467,0.0015430652465348148
2375,cg20240791,0.0015357743637788848
3881,cg01612158,0.0015317586935968612
1491,cg11885357,0.0015284622609873747
1579,cg26044340,0.0015239730663384322
2829,cg07558472,0.0015229642902582342
3482,cg20498685,0.0015187540624008854
2379,cg11869193,0.0015142243509753512
2741,cg20337996,0.0014886126027183842
3697,cg09858108,0.001483890670931879
1567,cg07129523,0.0014818264631748176
2071,cg01705562,0.001474274164619256
2967,cg15140703,0.0014622748480225458
982,cg13860281,0.0014553588732890384
2080,cg11422551,0.0014511348112819177
383,cg00234855,0.001442648228654936
581,cg14960869,0.0014381667427118498
3937,cg13209481,0.0014273822953955145
1200,cg12014181,0.0014230849844578438
2592,cg16717713,0.0014101268499024597
156,cg16251079,0.0014051166260086857
2083,cg13861527,0.001390271258554188
74,cg17536586,0.0013622794146951867
2135,cg00019366,0.001361908002507742
1826,cg03466124,0.0013573370566528269
2370,cg23656161,0.0013458579268601546
1095,cg13068698,0.001342325820763202
3319,cg06175927,0.0013323973768625552
3677,cg08540215,0.0013256038631704447
3042,cg21446772,0.0013253202772017991
1389,cg04295612,0.0013199640008975495
1042,cg11758446,0.001314540770354456
2272,cg12032713,0.0013130165774625844
2063,cg20398486,0.001306463746546985
3423,cg23053374,0.0013048819311122849
2885,cg20824189,0.0012946148947369708
1630,cg03946168,0.001291348002644805
2760,cg12573705,0.0012884439132947842
1653,cg25518707,0.0012877032392754606
3586,cg00603435,0.001284418787084272
3775,cg19677259,0.0012836318784540143
2233,cg14429204,0.0012833821943667287
3641,cg14118267,0.0012827673766776506
3725,cg19798702,0.0012807152222551943
2404,cg18571451,0.0012652696029087156
3453,cg03607708,0.0012639852198487367
249,cg19935531,0.0012619201895970804
295,cg03290400,0.001245005181273788
3150,cg10420746,0.0012445482721524716
2162,cg01445411,0.001243333407438858
1003,cg12765405,0.001241244136838226
3325,cg11923914,0.0012377873116408943
2095,cg05399214,0.001237133846371323
225,cg16355305,0.0012315551066428177
2254,cg25936138,0.0012304605827200155
2062,cg07533729,0.0012283067593508066
1498,cg05327835,0.0012259110822660972
3612,cg22584618,0.0012254144833612987
3889,cg16119772,0.0012217764866645589
2069,cg26885268,0.0012217191814730102
1274,cg04084026,0.0012180935151437898
2593,cg06765219,0.001212725810806848
1937,cg09387914,0.001212690818274182
1041,cg20941110,0.001208535764876615
2278,cg00082664,0.0012073368109079261
1313,cg13523014,0.0012028302976073613
209,cg13861294,0.0012017861736578575
1368,cg04954559,0.0012011331859239677
1150,cg25299895,0.0011999383352680336
2089,cg11669995,0.0011896652892429646
2668,cg09670601,0.0011884228485136963
1137,cg09859040,0.0011882657302089684
2544,cg06792065,0.0011869137823247973
2306,cg08755490,0.0011827501768117332
2769,cg20136855,0.001182458789534049
3927,cg19355190,0.0011817377098681202
3462,cg02879423,0.001181009220883174
891,cg27064482,0.0011770947580853003
3052,cg11975793,0.001174863229992117
3363,cg27305735,0.0011738874109328366
3301,cg13011961,0.00117297473847257
1841,cg20701531,0.0011693719690823666
3089,cg10215507,0.0011687162159445318
201,cg17051042,0.0011658115023313038
3366,cg17405139,0.0011629156251101763
1649,cg13621679,0.0011625071605613686
490,cg14380230,0.0011534620715422628
2007,cg21850518,0.0011504469863002904
1407,cg01917209,0.001149884272517111
3708,cg12069540,0.0011497181667684722
694,cg08062118,0.0011468342161311614
1586,cg02687352,0.0011456439611438013
2540,cg03866306,0.001145133287135305
2442,cg08621624,0.0011433148719795004
412,cg11933951,0.0011429405038826848
2139,cg08897924,0.0011426659909012289
2401,cg11594940,0.0011386284686767762
2491,cg24442740,0.0011372210347615002
3759,cg23558002,0.0011359428045689755
3333,cg18009621,0.0011357907249599317
223,cg05584361,0.0011332723350984326
1087,cg12781568,0.0011313983056632046
2981,cg01073765,0.0011298000302407483
866,cg18953011,0.0011293120599161896
1247,cg08696192,0.001129009897753788
2780,cg07213780,0.00112700896440119
3080,cg00533182,0.0011261544715407894
3153,cg01987196,0.0011238936366065977
366,cg17421991,0.0011222734826104239
2863,cg17930201,0.0011222580297455885
3829,cg23226168,0.0011216686893749284
3356,cg23207835,0.001116528085921314
72,cg06057528,0.0011145445184931682
1322,cg17546926,0.0011082051534761156
2410,cg06260815,0.0011079510667206768
2551,cg02340223,0.00110605300214392
3915,cg03170670,0.0011056828291274824
1620,cg20343048,0.0011047134019046443
2115,cg01850269,0.0011022691278931077
3310,cg07563180,0.0011019186990699444
496,cg25104397,0.0011017514231445665
2905,cg17142950,0.0011006715944962518
3739,cg18967021,0.0010981673698447123
3805,cg09018824,0.0010975323644776898
3076,cg16071219,0.0010965391912075826
2529,cg16499645,0.001095161300519725
3189,cg02410986,0.0010950231732812395
2804,cg17184255,0.0010898003892114126
3034,cg26344982,0.0010893406908181876
1845,cg16859884,0.0010857032474933508
929,cg21330423,0.0010840766851946807
2915,cg04273303,0.001083640562180241
1811,cg25474372,0.001083507823109828
1747,cg26008785,0.001083463093964383
1847,cg09013953,0.0010819886583961088
2718,cg20354552,0.001078023850625492
3252,cg15224432,0.0010757633309938306
2680,cg00469380,0.0010741812495902634
3434,cg24879726,0.0010734371517426176
368,cg11730661,0.0010729996265294614
3097,cg16421411,0.0010728303087395535
1222,cg06555959,0.0010712931214778832
426,cg03433642,0.0010693418116804016
1287,cg16589861,0.0010665573198422925
3418,cg02871659,0.0010656868985115422
3062,cg15424120,0.001065524062210145
1895,cg07835424,0.0010653621044805512
2158,cg06064716,0.001064677429078764
1258,cg14570210,0.0010638089263099166
2538,cg23786625,0.0010627665970034663
3206,cg19648306,0.0010625899958584591
131,cg16795830,0.001061047475633687
2099,cg24001710,0.0010598679306901336
3893,cg19859193,0.0010580895072491237
1044,cg00511464,0.001057895936814773
3754,cg26742995,0.0010571554893324682
134,cg06358171,0.0010565652655533744
1030,cg18826637,0.001056481896043022
3035,cg04214878,0.0010558464416605823
3751,cg09126870,0.001054868670840294
2249,cg16888658,0.0010545355119451227
382,cg16043046,0.0010519507001174981
1731,cg22609784,0.0010517698017625224
208,cg16059167,0.0010494421763887032
618,cg21141689,0.0010490794009471976
852,cg22005336,0.001045420727742598
2821,cg15819471,0.001041868022428483
2418,cg15514848,0.0010404929672068678
424,cg14423735,0.001037575489967351
1805,cg07080358,0.0010371350029329514
2736,cg26639730,0.0010365038078612872
2771,cg04282082,0.0010349708858180308
427,cg13185046,0.0010344772067815186
3716,cg14676407,0.0010342744948477424
3346,cg23863891,0.001033102008253097
1416,cg12198140,0.0010328984225430632
3241,cg17342469,0.0010317781099906766
2686,cg21821214,0.0010310829881675467
1319,cg17155263,0.0010289646355320279
3415,cg02473460,0.001027798274411484
876,cg05873766,0.0010274672111198265
2982,cg12968800,0.0010266975102998176
3795,cg10579408,0.0010261060389310105
810,cg14502625,0.0010251570413775284
199,cg06743782,0.0010234983335859899
2585,cg01333788,0.001022293028940551
1425,cg10100437,0.0010214797542175802
2476,cg04326198,0.0010210537476328242
2957,cg16349277,0.0010207854930505509
1576,cg11642412,0.0010183206137491716
292,cg01501896,0.0010178329528038972
3235,cg10324825,0.0010131613680767295
2803,cg05697835,0.0010120061685872847
3845,cg18331515,0.0010097146861168986
746,cg21478105,0.0010079782029499946
112,cg00400532,0.001006475160397556
787,cg18761058,0.0010048730431953675
1513,cg23238058,0.0010037900464258513
1609,cg13859757,0.0010029047606708288
2824,cg07527685,0.001000246640244235
2489,cg26431519,0.0010001392482788638
2214,cg06899329,0.000999674663452001
14,cg06617335,0.0009989213760715349
1158,cg04380873,0.000998122480924739
1446,cg08284926,0.0009951260339610222
1729,cg10362613,0.0009916017473662563
3045,cg20634226,0.000991102553678439
2781,cg19884723,0.000987690469159259
1429,cg09155025,0.0009828096904299134
3582,cg19209689,0.0009819388694289296
2958,cg17884201,0.000979682764994103
1192,cg12062819,0.0009796231473129754
463,cg14179950,0.0009793432668619
122,cg26208930,0.0009787243489950798
517,cg23586792,0.0009737923369937499
3632,cg12509665,0.0009719266371756272
396,cg17922326,0.0009713033730522197
3382,cg13943133,0.0009696795331459224
1337,cg10782575,0.000969585263927566
2414,cg17861863,0.0009686228099044142
3124,cg01713250,0.0009664888897507275
1865,cg09571858,0.0009650763491105142
2450,cg17362593,0.0009648876286483159
1771,cg06858584,0.000963114333937781
206,cg11962524,0.0009616873253140385
96,cg18108190,0.0009613064040953414
2722,cg14502847,0.0009603595609361695
3618,cg01171360,0.0009599734045805862
2605,cg10846922,0.0009599260284013436
1184,cg14824052,0.0009582768803619697
2110,cg20940675,0.0009576008136982323
1470,cg23331303,0.0009531655902860778
340,cg21463446,0.000951437592912357
333,cg14992633,0.0009504994004754704
314,cg20832020,0.0009501313068032122
990,cg21778835,0.00094942247198999
221,cg00083072,0.0009485078710430873
1223,cg04010040,0.0009483115090278386
1424,cg11840104,0.0009477992447550762
2649,cg12300288,0.0009475253761255662
1151,cg03775246,0.0009452684128405445
