,col_name,feature_importance_vals
1477,cg13990351,0.002711308515768153
493,cg11452329,0.002441443432060247
876,cg25150953,0.002182186626965192
3589,cg25149125,0.0021106570780673414
2897,cg16727774,0.0019162513134870097
278,cg20311839,0.001901113479388155
2898,cg00421363,0.0018991279331696425
3547,cg27417609,0.001888957796776563
3484,cg01686933,0.001867402962348651
3196,cg02511231,0.0018233407099677574
3016,cg19738283,0.0018070733356389296
2705,cg03567358,0.0017611045533653695
983,cg16555504,0.0017605786475090508
1923,rs1520670,0.0017593837318769334
2408,cg21185289,0.0017480958992307242
648,cg03278611,0.0017389703114285395
3149,cg14691671,0.0016920851943466224
1398,cg19239041,0.0016865043294779
3790,cg04011338,0.0016688206291404766
2722,cg23523755,0.0016647926725849613
3089,cg13362794,0.0016615555358457015
3572,cg09203501,0.001659264896248903
1406,cg11652982,0.0016336456338909744
3649,cg27592331,0.0016211586686219154
2542,cg02044879,0.001587124556024029
2315,cg13796110,0.0015865962191793218
1907,cg24119990,0.0015844081291293307
2680,cg20364187,0.0015652905242054345
1869,cg09850478,0.001541286788270899
3151,cg04609635,0.0015240759238305803
361,cg21557108,0.0015090542453605128
3033,cg24377150,0.0014943358716849114
3308,cg09565111,0.0014838318309811538
1212,cg27457631,0.001475019019910868
863,cg08005849,0.0014669587111799547
2072,cg03074370,0.0014572036476925107
2881,cg16018474,0.00144847380785685
3256,cg17256364,0.0014373674532406108
2796,cg16282361,0.0014355471271257306
598,cg16749243,0.0014248365833490707
962,cg27241808,0.0014179726466958466
565,cg22093121,0.0014147905311851273
2087,cg14375632,0.0014007826619334735
2487,cg18445292,0.0013939318260449438
78,cg13469034,0.001391683025629955
2172,cg22171145,0.0013887658217302894
1276,cg03340964,0.0013880359227707608
3325,cg13540960,0.001382193376448413
2411,cg21185283,0.0013744976996897626
2193,cg06955214,0.001368584990187346
784,cg02538248,0.0013631800468023169
1372,cg01239704,0.0013618488885539402
2624,cg11575295,0.0013530160125079921
3509,cg00033877,0.001352671061681106
1921,cg24543596,0.0013514247835098951
2272,cg14972625,0.0013513711115846773
3510,cg05282135,0.0013453169494911483
589,cg04502985,0.0013431294411146092
2783,cg03615269,0.001341478307551746
2154,cg25769566,0.0013397694249855203
1724,cg10565512,0.0013373511446404555
2968,cg24199006,0.0013367741673636342
367,cg00348992,0.0013363561054365132
2342,cg14684457,0.0013325796571898693
940,cg27024515,0.0013188788373529328
2592,cg19488874,0.0013174813675730797
3376,cg04398893,0.0013160547652802867
1451,cg10503326,0.0013112399938736495
1718,cg23805623,0.0013071941313808502
2522,cg03868332,0.0013047485594729787
2209,cg10499753,0.0012990846969710376
884,cg11080549,0.0012840574266713169
2905,cg22997262,0.0012770495714055179
990,cg00423030,0.00127626111482206
623,cg07275305,0.0012718118931028084
3098,cg06095047,0.0012686613924193055
1852,cg23684973,0.0012607476253554616
2101,cg24222580,0.0012560895520458996
1481,cg07852757,0.0012478629929715869
3947,cg10902850,0.0012439808575156568
2122,cg12471171,0.001235731112405872
59,cg21164095,0.0012337176222263224
447,cg22630543,0.0012304897209118092
1159,cg26681383,0.0012276744119763265
1153,cg06546806,0.0012266101633940708
1273,cg08575537,0.001212018730502364
2674,cg05153345,0.0012119324055449147
683,cg03445653,0.0012114930552694393
2535,cg09606807,0.0012090157849550074
637,cg08946854,0.0012045207111944772
2042,cg04748497,0.0012044554461869573
102,cg19195419,0.0012037237086118349
186,cg26671050,0.0012034833886571442
2554,cg19254118,0.0012027012310616768
891,cg05998930,0.0011988400535288936
2609,cg19619014,0.001197948517052784
1868,cg13796687,0.0011922658413799708
1226,cg02748479,0.0011918178915249003
742,cg07695909,0.0011916045449951807
1843,cg08068963,0.0011870551297761267
2449,cg16411152,0.0011870310101898965
3808,cg17465304,0.0011868782597757046
2304,cg21330896,0.0011863801898696943
1214,cg22192122,0.0011861575710971574
2550,cg19951006,0.001185103626159679
2600,cg23916878,0.0011805037919760974
1978,cg07735586,0.0011777996461675903
1043,cg05735639,0.0011745718081767242
21,cg05854644,0.001162119659185668
42,cg17342141,0.0011559979393351914
2238,cg13088902,0.001154976342601505
2723,cg00867889,0.0011517564509101468
3868,cg05309948,0.0011517243855375674
2565,cg02799880,0.0011478620440280353
575,cg26744402,0.0011448352129239006
2163,cg03961510,0.001143885405333
3858,cg06839417,0.0011431004794363177
1506,cg25663764,0.0011420679670017904
725,cg19861117,0.0011338606888747218
1006,cg18806707,0.001132048482067744
1252,cg25983901,0.0011307577047334455
3756,cg08985669,0.0011275662603531663
2281,cg00777926,0.0011262956839044787
3716,cg13369534,0.0011251756515650673
1665,cg08991339,0.0011226568135323516
943,cg11581706,0.0011224714897688783
1210,cg06687504,0.0011204390819096355
2842,cg09934926,0.0011204353856399017
3087,cg19120897,0.0011181501715910945
2943,cg26267038,0.0011148107037309994
333,cg24920358,0.0011141565620584578
3095,cg03937290,0.0011138895126451048
3771,cg10153214,0.0011130946239441544
3757,cg26511585,0.0011129801083591012
46,cg26230320,0.0011120027074659822
2067,cg25786333,0.0011101966662928244
2426,cg04874580,0.0011098245229580808
2642,cg18816426,0.001107932523710619
887,cg09839170,0.001105593522555284
2623,cg17587385,0.001104136310506133
3116,cg09069290,0.001103819970068861
3902,cg27046641,0.0011024306779936837
1230,cg08437995,0.0011021188346666318
407,cg02388416,0.0011010722808073336
1758,cg20764275,0.0010996413701286655
610,cg11386025,0.0010973143657611218
3743,cg18458730,0.001096763309259398
1878,cg15393937,0.0010948681565530244
1933,cg13511000,0.0010925040263759127
1141,cg11253122,0.0010924382988752046
3078,cg15857627,0.0010921303258833333
3652,cg21837323,0.0010914362451493898
3678,cg15497048,0.0010913402682676233
358,cg12636785,0.0010909220642911508
1639,cg02863988,0.0010892832650109807
3939,cg07934068,0.0010877400708686137
3591,cg25149122,0.001087097759740071
1211,cg27596415,0.0010821416468181646
854,cg09449104,0.0010812553001515283
3257,cg14912575,0.001079820529530166
1081,cg00787780,0.0010792473098808057
31,cg10334121,0.0010763536270942966
626,cg16297569,0.0010745667711911477
3580,cg07898764,0.0010688624573997223
2891,cg26919735,0.001067900469625815
2074,cg10042478,0.0010676180792331157
1024,cg05258757,0.001067176357176181
2016,cg06669056,0.0010661048012122498
2048,cg09730500,0.0010653390351643762
2659,cg08247289,0.0010637797014771484
1462,cg14230696,0.0010630754100051146
3520,cg11639615,0.0010621690084986642
3623,cg10179569,0.0010609059407937005
3158,cg14939821,0.001060565395664212
3219,cg09327602,0.0010604879455218782
215,cg13509756,0.0010604757413438329
684,cg14124310,0.0010598862419615687
338,cg05284873,0.0010578541493520852
464,cg17634797,0.0010574092709193675
1965,cg19524723,0.0010513002220952706
509,cg26955996,0.0010508621796700402
3351,cg12192884,0.0010506676554064927
1221,cg09526215,0.0010505974125150934
3626,cg00240113,0.001050564826751599
2862,cg03471047,0.0010482651087298516
318,cg12355180,0.0010481946624289432
1377,cg21459340,0.001048120220382708
3311,cg23413567,0.0010476926738311736
253,cg07215869,0.0010466348929304363
1597,cg14159452,0.0010460794243521503
2107,cg16597412,0.0010456273514450757
1038,cg04076766,0.0010455478747039236
1358,cg14670092,0.0010441327226770477
2759,cg08360771,0.0010406953380704086
2925,cg00559992,0.0010363553875752053
922,cg21154426,0.0010347750470539503
1714,cg08118287,0.0010341661960266155
174,cg04387658,0.001033609824398809
1756,cg14882311,0.0010321091540396899
204,cg22585255,0.0010303730279907415
1776,cg27459437,0.0010292574305825336
639,cg21534317,0.0010261395081096422
1348,cg23829395,0.0010255900091981167
466,cg14178077,0.0010241041607204006
3872,cg01248878,0.0010235624788680886
